obsid, lonstart, lonend, freq, power, fap
/home/jchakrab/fits/pipeline_nostitch/jcf0087100879_corrected_cmap.fits, 150, 390, [0.3 0.9 1.5 2.1 2.7 3.3 12.900000000000002 13.5 12.3 3.9 6.300000000000001 6.9 14.100000000000001 9.3 11.700000000000001 ], [0.6504124359870079 0.6418435142007163 0.6227607763227737 0.5882018522713313 0.5274297884662246 0.4200876170453348 0.33889100210603557 0.27540293583148473 0.2725155520736831 0.2502656222172183 0.18405110172852998 0.17366559741818205 0.1317448710218184 0.12466796728676334 0.12309241705181657 ], [4.4465956002102083e-51 7.787442269439501e-50 3.600058361266088e-47 1.134802039468994e-42 1.3043910048228708e-35 3.982821240400105e-25 1.9837246521199338e-18 9.36558938337061e-14 1.4924978893360662e-13 5.0797780541949226e-12 9.877983937193627e-08 4.2950312281022717e-07 0.00013174012710216067 0.0003353183057085821 0.00041231482140589344 ]
/home/jchakrab/fits/pipeline_nostitch/junk053062_corrected_cmap.fits, 302, 538, [0.3050847457627119 0.9152542372881356 1.5254237288135595 2.135593220338983 2.745762711864407 6.40677966101695 7.016949152542373 3.3559322033898304 5.796610169491525 7.627118644067798 3.9661016949152548 10.067796610169493 10.677966101694917 13.11864406779661 9.457627118644067 ], [0.7123211114848055 0.6984526795691784 0.6678186443631288 0.6140948617394117 0.5271573977814978 0.402762875832265 0.39578086540439406 0.39570010790073185 0.2574421395915883 0.24432459013069793 0.21506045697663467 0.1304359521337296 0.11019099023357941 0.09879229204794783 0.08531890645635398 ], [5.108023738285877e-60 1.219316677445247e-57 9.368817378201115e-53 3.4534039535596756e-45 6.089874555892085e-35 3.4897849502030805e-23 1.3398528974371777e-22 1.3607386943750077e-22 2.9148999368613043e-12 2.1840007957778476e-11 1.7136274763400492e-09 0.00020209260519825158 0.002709195570775779 0.011253763897975508 0.05753688807228536 ]
/home/jchakrab/fits/pipeline_nostitch/jcf00630066_corrected_cmap.fits, 112, 384, [0.2647058823529412 0.7941176470588236 1.3235294117647058 1.8529411764705883 2.3823529411764706 5.558823529411765 8.73529411764706 8.205882352941178 5.029411764705882 2.911764705882353 6.088235294117648 11.382352941176471 11.911764705882353 9.264705882352942 14.558823529411764 ], [0.5587593245869724 0.5445155305883217 0.5137023181627131 0.46127540797404437 0.3793281226371233 0.35793137459656665 0.3284257859209195 0.2949010012606275 0.291305874547274 0.25999718383734766 0.25868156115072105 0.223542984889554 0.2046695925957627 0.20316516125796485 0.14257578524012704 ], [9.858180269488826e-45 6.982746762130659e-43 4.518873677930467e-39 4.094013276528958e-33 6.9310750512235435e-25 6.426179912827528e-23 2.5924851736537078e-20 1.7212163746066255e-17 3.3903733010344725e-17 1.0733456231869494e-14 1.3595514480751387e-14 6.409871568405236e-12 1.5508111161596924e-10 1.9922558786901963e-10 3.1860841177559957e-06 ]
/home/jchakrab/fits/pipeline_nostitch/jcf0005900065_corrected_cmap.fits, 150, 387, [0.30379746835443033 0.9113924050632909 1.5189873417721518 2.1265822784810124 2.7341772151898733 3.341772151898734 6.3797468354430364 3.9493670886075942 6.987341772151898 5.772151898734177 9.41772151898734 10.025316455696201 13.063291139240505 12.455696202531644 16.101265822784807 ], [0.6782900887977602 0.6665526923477181 0.6403259829117371 0.593221555497521 0.5144389678778267 0.39439382120761945 0.2510096131346158 0.23971099664018122 0.19318094689863546 0.1830812505415888 0.1592939962436911 0.15240201880810036 0.14653046149535534 0.13303415400407967 0.11781221409986067 ], [1.290792389700969e-54 8.47055214566899e-53 5.8394814702062244e-49 1.0076382167885816e-42 9.29013788508734e-34 1.367964965032701e-22 6.84609245859002e-12 3.8568567606427855e-11 3.611510993543629e-08 1.5071318342540873e-07 4.039974453354994e-06 1.0271441350794365e-05 2.2588113917576653e-05 0.00013493234355919497 0.0009726771586569085 ]
/home/jchakrab/fits/pipeline_nostitch/jc091102_corrected_cmap.fits, 370, 646, [0.2608695652173913 0.782608695652174 1.3043478260869565 5.478260869565218 4.956521739130435 8.608695652173914 1.826086956521739 8.08695652173913 2.3478260869565215 6.000000000000001 11.217391304347826 11.73913043478261 9.130434782608697 2.8695652173913047 4.434782608695652 ], [0.40513951867426756 0.3939486768572586 0.37044089949771913 0.36763844503154625 0.34167341656128336 0.3335836102383139 0.3323196395008883 0.3214614566382553 0.27534821058346265 0.25018427329657666 0.21879427529941708 0.2010405964054301 0.19528407393569056 0.19067778613171973 0.17049850919047851 ], [8.556330841503904e-28 1.0741787490870822e-26 1.8778849656661657e-24 3.430223426937959e-24 8.033161203928808e-22 4.2045390090842855e-21 5.4353124210652e-21 4.8341589585099167e-20 3.5354363464659313e-16 3.558558557700383e-14 8.981613809348918e-12 1.8498117670071325e-10 4.857492172288216e-10 1.0461532460948306e-09 2.8528408581576895e-08 ]
/home/jchakrab/fits/pipeline_nostitch/wdec11-25Mjup_corrected_cmap.fits, 308, 539, [0.3116883116883117 0.935064935064935 1.5584415584415583 2.1818181818181817 2.8051948051948052 3.428571428571429 4.0519480519480515 7.1688311688311686 6.545454545454545 7.792207792207791 13.4025974025974 5.922077922077922 12.779220779220779 14.025974025974026 16.519480519480517 ], [0.6071199027827412 0.6061427268960878 0.6035637850245519 0.5962237612914871 0.5692217464763765 0.4737210036502901 0.26706328360689724 0.25633373799852627 0.24641498581793914 0.15312887077147766 0.13931083088236457 0.12909905697758478 0.11874789484538616 0.10710800348475047 0.09469227710435124 ], [2.7707746223777425e-43 3.6748482958297086e-43 7.716872001873356e-43 6.209734508110345e-42 9.725139024105905e-39 7.273229716633639e-29 1.3685612869600022e-12 7.028873651784372e-12 3.1210114669509715e-11 1.4761366752560341e-05 8.910264706381009e-05 0.00032905719844089214 0.001213164511539566 0.005132564192412746 0.023085607057037924 ]
/home/jchakrab/fits/pipeline_nostitch/jcf0046700476_corrected_cmap.fits, 336, 571, [0.3063829787234042 0.9191489361702125 1.531914893617021 2.1446808510638293 2.757446808510638 3.3702127659574463 3.982978723404255 16.238297872340425 15.625531914893616 6.434042553191488 7.0468085106382965 12.561702127659574 22.36595744680851 4.595744680851063 16.851063829787233 ], [0.6472065601422731 0.6375711125183389 0.6166566817270005 0.5810251830305657 0.5255677453632251 0.44145755475323606 0.30498329529102086 0.1826710614862562 0.16474733229680213 0.16231325052581103 0.15064286826571818 0.14020029908906273 0.12810504922706106 0.12448871773549616 0.11865573331403322 ], [1.7153691626064454e-49 3.8776524424573755e-48 2.5566968304133326e-45 7.453522630577257e-41 1.29716273209405e-34 1.98355954077159e-26 1.6986165907133717e-15 1.9293975474612153e-07 2.2690292998681104e-06 3.156507824930447e-06 1.5136192346264478e-05 6.025876159675022e-05 0.00029116873518014415 0.00046388650322915404 0.0009781586202710615 ]
/home/jchakrab/fits/pipeline_nostitch/jcf0004100048_corrected_cmap.fits, 147, 382, [0.3063829787234042 0.9191489361702125 1.531914893617021 2.1446808510638293 2.757446808510638 3.3702127659574463 3.982978723404255 6.434042553191488 7.0468085106382965 5.8212765957446795 7.659574468085104 19.302127659574467 18.689361702127655 10.110638297872338 19.914893617021274 ], [0.7071175327890696 0.6960327204358825 0.6719107690256654 0.6307600618046326 0.5663270618291658 0.46626912525918535 0.3024044961351427 0.2921510694814872 0.2791996777515303 0.18498562562353527 0.15728571520896945 0.15342702277012787 0.13082305175997108 0.11713702931314268 0.11433485274654068 ], [7.544474372774306e-59 5.567763600845736e-57 3.8475155772284043e-53 3.3434711699957946e-47 4.016337098889021e-39 1.047582365951068e-28 2.599141549053767e-15 1.388108167674723e-14 1.111756846135011e-13 1.3972956458713756e-07 6.220525083230405e-06 1.0437200254937004e-05 0.00020484658725956396 0.001186597304292708 0.0016927131377085334 ]
/home/jchakrab/fits/pipeline_nostitch/jcf01150120_corrected_cmap.fits, 268, 498, [0.3130434782608696 0.9391304347826087 1.565217391304348 2.191304347826087 2.8173913043478263 3.4434782608695658 4.069565217391304 6.573913043478261 7.2 4.695652173913044 13.460869565217392 12.834782608695653 9.704347826086957 10.330434782608696 5.947826086956522 ], [0.7425658404187452 0.7370194579943412 0.7246829877912322 0.7018901780032318 0.6576584339618942 0.559782641559071 0.3660603801791515 0.1432855350583545 0.1304554066002044 0.1271372081738818 0.10752092784471336 0.09853179153674278 0.09358965381742765 0.09296456657556285 0.07285756035378614 ], [7.053319136940234e-64 7.897430135810161e-63 1.4241054676127233e-60 1.1675152502280908e-56 7.457494250850647e-50 1.7087104014447957e-37 1.3082101838352704e-19 5.7217439130720364e-05 0.0002950153926090226 0.00044870616916179053 0.005129559637644585 0.01523745250135529 0.02745003029564208 0.029553056989656934 0.27375992725705695 ]
/home/jchakrab/fits/pipeline_nostitch/jcf0024300251_corrected_cmap.fits, 235, 453, [0.3302752293577982 0.9908256880733944 1.651376146788991 2.311926605504587 20.146788990825687 20.807339449541285 19.48623853211009 2.9724770642201834 10.238532110091743 9.577981651376147 21.467889908256883 23.449541284403672 18.825688073394495 24.110091743119266 22.788990825688074 ], [0.35146843782069603 0.3456620087573946 0.3306643226775375 0.29719996575295515 0.2910015214151926 0.26099752882985894 0.24484208575998626 0.22672540275736378 0.20602964077299318 0.19653192430632196 0.18199316873140572 0.15485146675602013 0.15177566301306142 0.1454981757706596 0.13407949052604373 ], [2.1049171680538955e-17 5.441937803878352e-17 6.083065651726295e-16 1.0930755238638963e-13 2.7799022967572494e-13 2.2671083460166048e-11 2.245073083313401e-10 2.7628703851483056e-09 4.504717756200516e-08 1.5797550480415972e-07 1.0450825804218538e-06 3.221231768826769e-05 4.712653877314344e-05 0.00010193639347322225 0.0004076288743748704 ]
/home/jchakrab/fits/pipeline_nostitch/jcf00370047_corrected_cmap.fits, 111, 365, [0.2834645669291339 0.8503937007874017 1.4173228346456694 1.9842519685039375 2.551181102362205 3.1181102362204727 3.6850393700787407 9.354330708661418 8.78740157480315 5.952755905511811 12.18897637795276 6.519685039370079 9.921259842519685 8.220472440944881 5.385826771653544 ], [0.7508574757381424 0.7398719792396566 0.7151770033976302 0.670221041377819 0.5923613967073186 0.46339627495599084 0.2759433486244961 0.24514759464499017 0.2395221691926327 0.18163245220883073 0.14605559967002033 0.13876184117668205 0.13455072516614855 0.12137167747657243 0.11165817914800275 ], [1.1450724342194665e-72 2.5551279836873458e-70 2.204076647655108e-65 2.0746432106465935e-57 6.961564200092345e-46 5.9073234511639425e-31 9.744823937730135e-15 1.7112660626108583e-12 4.2949171897440344e-12 3.728720290728313e-08 6.976348796208004e-06 1.9772477422390592e-05 3.5910522028890527e-05 0.00022726588423939786 0.0008660458332927992 ]
/home/jchakrab/fits/pipeline_nostitch/jcf00210040_corrected_cmap.fits, 193, 472, [0.2608695652173913 0.782608695652174 1.3043478260869565 1.826086956521739 2.3478260869565215 2.8695652173913047 5.478260869565218 6.000000000000001 3.391304347826087 4.956521739130435 6.521739130434782 8.608695652173914 8.08695652173913 3.91304347826087 7.043478260869565 ], [0.7642094886025312 0.7554992193823717 0.733936663632404 0.6887957695403784 0.5991920695244803 0.4456679369595783 0.3421508852755984 0.33268964060230466 0.25743361774888207 0.22222297706757077 0.2213687321621307 0.11816031816640288 0.09858378320515275 0.09555246510013618 0.09075519377366416 ], [1.6301851107648474e-82 2.2917079465105962e-80 2.312470069820771e-75 4.370674049486142e-66 4.077461829955235e-51 5.887449629863339e-32 7.280794844316539e-22 5.042033993559224e-21 9.583979202504608e-15 4.965612807534532e-12 5.757189261061711e-12 0.00010064689155562452 0.0018396347671368256 0.0028625212414193084 0.005735139298926159 ]
/home/jchakrab/fits/pipeline_nostitch/jc355_corrected_cmap.fits, 263, 524, [0.27586206896551724 0.8275862068965518 1.3793103448275863 1.9310344827586208 5.793103448275863 2.4827586206896552 5.241379310344828 6.344827586206897 3.03448275862069 11.862068965517244 9.103448275862071 8.551724137931034 14.620689655172416 15.172413793103448 11.310344827586208 ], [0.5494240750487256 0.5349813197402715 0.5040008764859241 0.45200092787159035 0.4164020361898147 0.37206823209488904 0.3399048700741569 0.3190900416614559 0.25643764769477984 0.20517819591786407 0.18328290974781308 0.16843096595407475 0.1650932103873881 0.15986465299866454 0.1527216360102463 ], [1.2316178200832788e-41 7.11712604501464e-40 2.8360255390494534e-36 1.034261247550541e-30 3.333500956251134e-27 3.985590136405792e-23 2.3955258498725042e-20 1.2735320556014168e-18 9.748370952316325e-14 4.735641174787515e-10 1.4904713173273998e-08 1.4608972694318672e-07 2.424901296583887e-07 5.339015611052238e-07 1.555440644992347e-06 ]
/home/jchakrab/fits/pipeline_nostitch/jcf0058900593_corrected_cmap.fits, 162, 396, [0.3076923076923077 0.9230769230769232 1.5384615384615383 2.153846153846154 2.769230769230769 3.384615384615385 6.461538461538462 5.846153846153847 9.538461538461538 10.153846153846155 7.0769230769230775 19.384615384615383 18.769230769230766 4.000000000000001 22.46153846153846 ], [0.6071007275831165 0.5943156682444893 0.5657245912235779 0.513748232706134 0.42351138715152303 0.28045336891720923 0.237354819228103 0.20324503181922637 0.19281778149170353 0.16557263408665288 0.1476543911207621 0.14752708606663392 0.12494819274848012 0.11508200156673515 0.11442786816723388 ], [6.994114157752836e-44 2.794937249152546e-42 7.109076255711165e-39 3.1730365349728814e-33 9.96339395991339e-25 1.0663811603058424e-13 8.121534181990306e-11 1.1768507428024624e-08 5.146304168801615e-08 2.2059060282032546e-06 2.4236059488654372e-05 2.464711628226647e-05 0.00046441673101538114 0.0016263060729925923 0.0017660383565872013 ]
/home/jchakrab/fits/pipeline_nostitch/cal_jc007016_corrected_cmap.fits, 377, 599, [0.32432432432432434 0.972972972972973 1.6216216216216215 2.27027027027027 2.918918918918919 3.5675675675675675 4.216216216216217 4.864864864864865 10.702702702702704 10.054054054054054 11.351351351351353 13.945945945945947 17.18918918918919 9.405405405405407 17.83783783783784 ], [0.8617907047547374 0.8586615132564419 0.8506612622502018 0.8330271757905229 0.794244350102875 0.7080538701208668 0.5335335666235637 0.2646535000481279 0.1670785842201533 0.15305607315676667 0.10234964808198785 0.08120957616234052 0.07818837158501026 0.0727734454090047 0.07042883149753593 ], [4.3246952244031244e-91 5.010195948719188e-90 2.0710533000599945e-87 4.163636304561687e-82 3.4787972331943185e-72 1.4293025431074601e-55 2.3926460575654035e-33 7.442741198014983e-12 4.97918347226118e-06 2.965310827713059e-05 0.014022631250537237 0.14865094249031735 0.20245878030639547 0.3393091835006848 0.4158690933915627 ]
/home/jchakrab/fits/pipeline_nostitch/jcf0077300780_corrected_cmap.fits, 329, 564, [0.31718061674008813 0.9515418502202643 1.5859030837004406 2.2202643171806167 2.854625550660793 3.488986784140969 4.1233480176211454 7.295154185022026 6.66079295154185 10.466960352422907 4.757709251101321 7.929515418502201 11.101321585903083 9.832599118942731 6.026431718061675 ], [0.8743445023715891 0.867533418617657 0.8515430275087948 0.8206059346409841 0.7624848341190256 0.6510870675658633 0.4448970849654062 0.2661722418548158 0.23844998192549308 0.1799099328407523 0.1628019079032742 0.1599831282691123 0.15627119776394388 0.11071373607574903 0.10061695708497842 ], [7.466620849067475e-98 2.747945649068312e-95 9.51324268607157e-90 1.5049877800979081e-80 6.494029115591225e-67 3.0557026184732917e-48 9.726791446426925e-26 2.839026319128661e-12 1.7099240104465243e-10 5.944279396840475e-07 5.710544063116997e-06 8.248617925388447e-06 1.3358253362540829e-05 0.004055112266687772 0.013623970801775883 ]
/home/jchakrab/fits/pipeline_nostitch/jcF00030010_corrected_cmap.fits, 94, 346, [0.28571428571428575 0.8571428571428572 1.4285714285714286 2.0 2.5714285714285716 3.1428571428571432 6.0 12.285714285714286 6.571428571428572 11.714285714285714 12.857142857142858 5.428571428571429 3.714285714285715 18.571428571428573 8.857142857142858 ], [0.6503012364076656 0.6371936252039847 0.6085466018991279 0.5588676275277474 0.47842598316413903 0.35368239994579204 0.2761334440427365 0.2716840556197937 0.22391632665984185 0.22011708656482823 0.19495329295549155 0.19031973726774937 0.18066586727191702 0.15530249512654057 0.14156461650524127 ], [9.082321229829207e-54 8.777841031164166e-52 1.102919799047662e-47 3.049439307267287e-41 3.217258749664278e-32 1.0879100510052892e-20 1.2877205700165871e-14 2.7392260239980386e-14 6.767821457369465e-11 1.2324830976768582e-10 6.04632584974174e-09 1.2206274023748062e-08 5.201712511045984e-08 2.146394458419037e-06 1.527211850111282e-05 ]
